RBI Efficiency Minus HR RBI
177
1)  Jesus Aguilar  0.2563176895306859  
2)  Manny Machado  0.2508038585209003  
3)  Eddie Rosario  0.24615384615384617  
4)  Teoscar Hernandez  0.24489795918367346  
5)  Akil Baddoo  0.2413793103448276  
6)  Lourdes Gurriel Jr.  0.23954372623574144  
7)  Austin Meadows  0.23867069486404835  
8)  Jose Abreu  0.23770491803278687  
9)  Yuli Gurriel  0.2332155477031802  
10)  Jared Walsh  0.22847682119205298  
11)  Bo Bichette  0.228125  
12)  Juan Soto  0.22602739726027396  
13)  C.J. Cron  0.22456140350877193  
14)  Ozzie Albies  0.22418879056047197  
15)  Yadier Molina  0.22357723577235772  
16)  Luis Arraez  0.2222222222222222  
17)  Fernando Tatis Jr.  0.2217741935483871  
18)  Miguel Cabrera  0.21818181818181817  
19)  Brandon Crawford  0.21782178217821782  
20)  Adam Duvall  0.21676300578034682  
21)  Andrew Benintendi  0.2153846153846154  
22)  Joey Votto  0.2150170648464164  
23)  Jed Lowrie  0.21484375  
24)  Whit Merrifield  0.21476510067114093  
25)  Tyler Naquin  0.21428571428571427  
26)  Jorge Polanco  0.2138157894736842  
27)  Charlie Blackmon  0.21035598705501618  
28)  Christian Yelich  0.21  
29)  J.T. Realmuto  0.208955223880597  
30)  Raimel Tapia  0.20853080568720378  
31)  J.D. Martinez  0.20760233918128654  
32)  AJ Pollock  0.20689655172413793  
33)  Paul Goldschmidt  0.2054380664652568  
34)  Franmil Reyes  0.20522388059701493  
35)  Austin Riley  0.20498614958448755  
36)  Luis Urias  0.20392156862745098  
37)  Bryan Reynolds  0.2037037037037037  
38)  Avisail Garcia  0.20357142857142857  
39)  Bryce Harper  0.2024793388429752  
40)  Jose Ramirez  0.20180722891566266  
41)  Yandy Diaz  0.2015810276679842  
42)  Brandon Lowe  0.20134228187919462  
43)  Trent Grisham  0.20085470085470086  
44)  Jonathan Schoop  0.20064724919093851  
45)  Joc Pederson  0.2  
46)  Sean Murphy  0.2  
47)  David Peralta  0.19855595667870035  
48)  Trea Turner  0.19678714859437751  
49)  Jonathan India  0.19591836734693877  
50)  Matt Olson  0.1956521739130435  
51)  Nick Castellanos  0.19469026548672566  
52)  Starling Marte  0.19457013574660634  
53)  Austin Hays  0.19444444444444445  
54)  Tim Anderson  0.19383259911894274  
55)  Kolten Wong  0.1935483870967742  
56)  Giancarlo Stanton  0.19314641744548286  
57)  Hunter Renfroe  0.19230769230769232  
58)  Mitch Haniger  0.1918238993710692  
59)  Ryan McMahon  0.19148936170212766  
60)  Jesse Winker  0.1910569105691057  
61)  Max Muncy  0.19078947368421054  
62)  Manuel Margot  0.1902834008097166  
63)  Carlos Correa  0.1896551724137931  
64)  Kyle Tucker  0.18960244648318042  
65)  Dylan Carlson  0.18951612903225806  
66)  Andrew McCutchen  0.18928571428571428  
67)  Josh Harrison  0.1890909090909091  
68)  Nicky Lopez  0.1889400921658986  
69)  Rafael Devers  0.1889168765743073  
70)  Jose Altuve  0.18840579710144928  
71)  Shohei Ohtani  0.18815331010452963  
72)  Aaron Judge  0.1873015873015873  
73)  Buster Posey III  0.18719211822660098  
74)  Yordan Alvarez  0.1868421052631579  
75)  Isiah Kiner-Falefa  0.18672199170124482  
76)  Miguel Rojas  0.18660287081339713  
77)  Kyle Seager  0.1864406779661017  
78)  Nolan Arenado  0.18635170603674542  
79)  Eric Hosmer  0.18596491228070175  
80)  Nathaniel Lowe  0.18556701030927836  
81)  Omar Narvaez  0.18536585365853658  
82)  Bobby Dalbec  0.18466898954703834  
83)  Randal Grichuk  0.184375  
84)  Francisco Lindor  0.18376068376068377  
85)  Randy Arozarena  0.18352059925093633  
86)  Jazz Chisholm Jr.  0.18324607329842932  
87)  Salvador Perez  0.18295739348370926  
88)  Justin Turner  0.18292682926829268  
89)  Leury Garcia  0.1828358208955224  
90)  Freddie Freeman  0.1824561403508772  
91)  Vladimir Guerrero Jr.  0.18208092485549132  
92)  Josh Donaldson  0.18181818181818182  
93)  Alex Verdugo  0.18181818181818182  
94)  Ryan Mountcastle  0.18064516129032257  
95)  Wil Myers  0.1803921568627451  
96)  Ty France  0.18032786885245902  
97)  Dansby Swanson  0.17994100294985252  
98)  Eduardo Escobar  0.17971014492753623  
99)  Chris Taylor  0.17905405405405406  
100)  Mark Canha  0.17886178861788618  
101)  Christian Vazquez  0.17842323651452283  
102)  Xander Bogaerts  0.17777777777777778  
103)  Alec Bohm  0.17777777777777778  
104)  J.P. Crawford  0.17716535433070865  
105)  Nelson Cruz Jr.  0.17704918032786884  
106)  David Fletcher  0.17578125  
107)  Tommy Edman  0.17578125  
108)  Willy Adames  0.17518248175182483  
109)  Brendan Rodgers  0.17475728155339806  
110)  Trevor Story  0.17465753424657535  
111)  Gleyber Torres  0.17427385892116182  
112)  Will Smith  0.17406143344709898  
113)  Kris Bryant  0.17391304347826086  
114)  Javier Baez  0.17391304347826086  
115)  Jeimer Candelario  0.17346938775510204  
116)  Michael Brantley Jr.  0.17333333333333334  
117)  DJ LeMahieu  0.17279411764705882  
118)  Amed Rosario  0.17228464419475656  
119)  Pedro Severino  0.17073170731707318  
120)  Jean Segura  0.17054263565891473  
121)  Odubel Herrera  0.16964285714285715  
122)  Mike Yastrzemski  0.16911764705882354  
123)  Kyle Farmer  0.16906474820143885  
124)  Enrique Hernandez  0.16877637130801687  
125)  Robbie Grossman  0.1685823754789272  
126)  Trey Mancini III  0.16835016835016836  
127)  Mookie Betts  0.16666666666666666  
128)  Kyle Schwarber  0.16666666666666666  
